pm2_5,pm10,no2,so2,co,o3,temperature_c,air_quality
35,217,52,58,6.48,80,29.0,Unhealthy for Sensitive
19,71,47,24,3.71,56,17.3,Unhealthy
22,50,48,22,1.6,53,18.9,Moderate
9,131,44,41,1.45,56,21.4,Moderate
10,34,51,29,1.88,51,15.5,Moderate
80,418,143,88,9.31,140,32.4,Very Unhealthy
29,241,50,41,4.92,87,33.3,Unhealthy for Sensitive
14,20,29,10,1.03,52,21.5,Good
17,151,51,44,3.49,38,21.9,Moderate
15,373,119,77,7.9,123,36.4,Unhealthy
42,212,63,65,5.84,92,25.5,Unhealthy for Sensitive
300,388,116,95,8.65,131,30.2,Very Unhealthy
48,162,124,74,6.71,84,28.3,Unhealthy for Sensitive
135,306,116,78,8.62,150,34.2,Unhealthy
38,281,81,75,8.82,141,34.6,Unhealthy
44,138,57,34,3.58,70,27.2,Moderate
20,187,67,30,4.44,51,24.4,Moderate
217,381,127,84,9.45,123,28.1,Very Unhealthy
50,331,119,49,8.98,125,38.4,Very Unhealthy
176,399,145,100,10.0,139,43.5,Very Unhealthy
26,112,64,37,3.24,48,24.4,Moderate
59,190,71,53,6.16,106,32.4,Unhealthy for Sensitive
78,209,140,94,7.16,123,26.4,Unhealthy
95,312,101,53,8.33,98,28.3,Unhealthy
16,68,61,24,4.14,36,18.2,Moderate
30,172,91,53,7.07,105,31.0,Unhealthy for Sensitive
300,368,139,100,9.46,150,39.4,Very Unhealthy
108,303,108,86,9.18,117,30.1,Unhealthy
23,143,31,30,3.59,82,22.2,Moderate
234,450,128,100,9.28,150,26.5,Very Unhealthy
65,221,80,45,4.87,110,35.2,Unhealthy for Sensitive
26,87,45,26,3.93,76,29.1,Unhealthy
281,397,138,93,8.63,150,32.1,Very Unhealthy
17,89,33,36,3.58,44,18.4,Moderate
5,44,45,24,1.09,18,19.8,Good
50,294,112,68,5.94,71,28.7,Unhealthy for Sensitive
16,73,48,44,4.8,56,21.7,Moderate
115,268,120,88,6.9,110,39.6,Unhealthy
46,218,98,51,5.78,99,27.4,Unhealthy for Sensitive
137,289,128,68,9.08,149,35.8,Unhealthy
148,450,150,99,8.6,143,37.1,Moderate
14,49,54,41,1.0,52,23.9,Moderate
39,237,89,44,7.14,96,22.9,Unhealthy for Sensitive
43,200,37,64,7.48,109,34.5,Unhealthy for Sensitive
20,141,42,34,3.64,68,30.0,Moderate
162,226,137,67,8.66,133,31.4,Unhealthy
35,59,28,10,5.31,59,19.8,Moderate
27,164,40,27,1.06,45,24.7,Moderate
29,136,51,31,2.34,71,37.0,Moderate
56,184,59,73,4.19,96,25.9,Unhealthy for Sensitive
20,62,56,5,4.02,61,29.9,Very Unhealthy
130,294,112,60,6.49,114,36.7,Unhealthy
15,122,75,22,3.77,65,26.9,Moderate
22,344,132,68,8.16,99,27.6,Unhealthy
20,110,54,38,4.06,66,16.2,Moderate
163,298,124,82,8.83,117,29.3,Unhealthy
278,424,139,98,8.5,131,37.3,Very Unhealthy
24,136,103,41,5.12,102,33.6,Unhealthy for Sensitive
16,126,44,35,2.6,77,26.6,Moderate
28,205,36,22,4.07,67,33.5,Moderate
137,274,130,84,7.1,99,30.2,Unhealthy
40,214,112,44,6.13,90,40.5,Unhealthy for Sensitive
23,254,123,87,9.12,139,36.1,Unhealthy
19,95,60,24,2.75,32,19.8,Moderate
5,21,6,5,3.42,44,15.0,Good
10,126,38,19,4.35,42,24.3,Moderate
246,354,139,86,9.2,141,36.6,Very Unhealthy
17,82,70,22,4.14,74,25.4,Moderate
190,432,129,93,8.79,139,34.0,Very Unhealthy
35,242,65,45,4.14,101,27.9,Unhealthy for Sensitive
41,183,71,52,6.21,80,26.2,Unhealthy for Sensitive
5,36,27,7,1.37,47,21.7,Good
49,181,99,48,8.77,101,28.4,Very Unhealthy
34,171,60,56,3.64,81,28.3,Unhealthy for Sensitive
57,204,87,38,6.05,79,23.6,Unhealthy for Sensitive
119,259,96,69,6.95,126,28.9,Unhealthy
32,291,70,54,5.95,71,18.5,Unhealthy for Sensitive
144,395,150,89,9.65,147,33.4,Very Unhealthy
5,120,41,33,3.13,51,24.7,Moderate
34,177,96,41,5.42,107,30.7,Unhealthy for Sensitive
95,359,107,63,7.06,112,27.1,Unhealthy
29,65,74,20,2.74,47,23.5,Moderate
48,253,57,42,5.61,78,25.8,Unhealthy for Sensitive
129,249,102,65,9.08,125,37.1,Very Unhealthy
222,444,148,90,8.42,135,28.7,Very Unhealthy
10,59,31,20,0.83,14,16.1,Good
48,206,76,60,4.01,84,33.3,Unhealthy for Sensitive
211,349,141,96,8.32,129,33.6,Very Unhealthy
262,417,146,100,9.22,133,41.2,Very Unhealthy
42,246,69,58,4.73,112,29.5,Unhealthy for Sensitive
84,307,90,61,7.98,121,30.0,Unhealthy
41,209,95,47,5.34,107,31.7,Unhealthy for Sensitive
87,362,86,100,8.37,120,27.2,Unhealthy
172,320,127,98,8.69,129,33.8,Very Unhealthy
21,112,82,28,2.92,56,23.6,Moderate
48,118,91,49,6.36,74,30.5,Unhealthy for Sensitive
300,390,136,98,9.89,130,34.9,Very Unhealthy
66,353,108,66,6.68,103,28.1,Unhealthy
24,130,61,39,2.38,38,26.2,Moderate
49,114,68,55,6.22,97,28.0,Unhealthy for Sensitive
289,450,132,86,8.65,132,34.4,Very Unhealthy
17,124,70,28,2.31,61,29.6,Moderate
23,129,61,34,3.64,42,19.4,Moderate
38,223,64,62,6.91,80,28.3,Very Unhealthy
27,149,35,35,3.49,58,25.0,Moderate
40,208,92,60,3.79,75,22.1,Unhealthy for Sensitive
68,221,87,36,5.64,85,31.8,Unhealthy for Sensitive
153,404,114,90,10.0,133,32.0,Very Unhealthy
192,397,140,90,9.39,150,31.4,Very Unhealthy
38,165,50,60,4.53,111,35.8,Unhealthy for Sensitive
31,102,73,40,4.08,37,21.4,Moderate
82,232,109,78,6.77,147,35.1,Unhealthy
18,111,45,47,0.76,64,22.2,Moderate
247,378,140,77,9.65,147,36.4,Very Unhealthy
285,364,133,88,9.93,134,38.4,Very Unhealthy
10,63,46,31,3.54,83,37.1,Moderate
38,77,33,26,2.96,73,27.9,Moderate
44,136,68,63,5.8,66,23.3,Unhealthy for Sensitive
38,96,56,32,2.91,59,26.0,Moderate
10,21,27,7,1.42,44,23.7,Good
52,193,69,64,4.04,103,33.5,Unhealthy for Sensitive
39,228,88,53,4.38,93,33.0,Unhealthy for Sensitive
53,261,64,32,4.24,112,25.5,Unhealthy for Sensitive
40,151,81,55,5.15,87,24.1,Unhealthy for Sensitive
129,203,123,69,7.94,138,31.9,Unhealthy
114,350,100,65,8.53,116,30.7,Unhealthy
64,298,126,75,6.18,133,32.5,Unhealthy
45,211,73,53,6.77,106,29.6,Unhealthy for Sensitive
9,166,49,50,3.59,54,24.3,Moderate
44,242,52,54,6.12,87,23.2,Unhealthy for Sensitive
71,245,102,83,8.38,92,29.5,Unhealthy for Sensitive
37,195,63,47,4.57,104,24.9,Unhealthy for Sensitive
49,181,70,57,4.28,102,29.8,Unhealthy for Sensitive
44,181,81,61,4.34,72,25.6,Unhealthy for Sensitive
141,291,120,85,8.33,123,29.5,Unhealthy
118,281,104,59,7.63,143,32.1,Unhealthy
232,450,140,94,10.0,147,30.5,Very Unhealthy
60,165,89,39,4.31,96,27.5,Unhealthy for Sensitive
47,211,108,59,6.91,74,30.4,Unhealthy for Sensitive
20,91,37,21,2.08,61,22.5,Moderate
15,91,72,20,3.71,72,25.7,Moderate
145,275,124,65,8.7,122,31.6,Unhealthy
125,265,101,88,7.87,131,27.0,Unhealthy
19,94,41,33,2.65,42,15.9,Moderate
117,269,117,62,9.5,120,27.9,Unhealthy
5,40,23,16,1.76,11,22.8,Good
28,103,59,26,3.71,55,26.7,Moderate
250,352,150,75,9.42,137,30.2,Very Unhealthy
17,55,74,35,4.5,70,20.8,Moderate
37,69,68,26,1.99,73,26.9,Moderate
50,313,108,61,7.88,127,35.2,Unhealthy
56,187,74,42,8.18,62,22.5,Unhealthy for Sensitive
5,136,45,32,4.4,37,25.1,Moderate
60,216,85,36,6.2,85,30.9,Unhealthy for Sensitive
36,209,73,53,5.21,100,25.4,Unhealthy for Sensitive
25,81,64,17,2.5,54,23.3,Moderate
33,89,65,37,2.74,70,22.6,Moderate
227,414,140,83,8.85,130,37.5,Very Unhealthy
16,29,45,19,3.13,59,24.0,Moderate
101,269,130,72,6.7,126,27.7,Unhealthy
106,345,80,79,7.82,117,30.1,Unhealthy
10,78,41,20,3.56,43,22.8,Moderate
75,357,110,57,8.34,112,37.3,Unhealthy
49,341,118,86,6.67,97,29.8,Unhealthy
23,107,63,19,4.72,93,29.0,Moderate
163,295,150,67,6.51,127,35.6,Unhealthy
92,343,105,76,7.88,114,29.1,Unhealthy
18,77,56,14,5.3,58,24.9,Moderate
46,221,61,43,4.15,76,26.5,Unhealthy for Sensitive
120,360,90,84,8.06,94,24.3,Unhealthy
27,184,53,27,2.76,40,23.3,Moderate
17,79,87,35,2.84,52,30.5,Moderate
36,219,52,52,5.58,108,31.9,Unhealthy for Sensitive
8,169,61,22,3.35,33,23.8,Unhealthy for Sensitive
26,111,47,27,2.38,98,27.9,Moderate
29,110,65,21,6.79,63,26.0,Moderate
51,261,47,40,4.51,94,36.4,Unhealthy for Sensitive
57,268,95,86,8.9,106,33.1,Unhealthy
168,277,138,82,8.82,129,37.1,Unhealthy
51,181,66,76,4.55,81,33.6,Unhealthy for Sensitive
55,231,40,61,5.59,99,25.7,Unhealthy for Sensitive
112,344,99,84,6.89,121,32.5,Unhealthy
45,295,61,69,6.41,103,25.8,Unhealthy for Sensitive
62,210,118,78,8.56,116,31.7,Unhealthy
73,355,93,73,8.12,123,31.2,Unhealthy
69,279,106,88,7.66,110,29.2,Unhealthy
50,179,85,46,5.33,87,31.4,Unhealthy for Sensitive
36,209,83,51,4.05,119,30.2,Unhealthy for Sensitive
21,142,70,27,3.48,70,26.6,Moderate
31,213,80,31,5.97,100,33.5,Unhealthy for Sensitive
248,450,150,86,8.51,142,30.3,Very Unhealthy
52,215,57,35,5.03,107,30.6,Unhealthy for Sensitive
6,14,25,17,0.2,15,15.0,Good
274,395,138,88,10.0,141,36.1,Very Unhealthy
36,194,83,67,5.34,72,26.3,Unhealthy for Sensitive
44,168,93,31,5.19,52,19.3,Unhealthy for Sensitive
41,140,70,68,4.64,104,26.8,Unhealthy for Sensitive
56,230,49,55,6.1,98,23.4,Unhealthy for Sensitive
255,420,129,97,9.09,139,36.4,Very Unhealthy
82,370,108,71,6.88,145,33.6,Unhealthy
51,272,87,76,8.39,102,30.1,Unhealthy
22,159,39,34,2.16,104,26.3,Moderate
58,115,109,48,7.78,69,19.7,Unhealthy for Sensitive
250,426,116,87,9.17,150,37.5,Very Unhealthy
163,349,90,72,8.04,108,30.7,Unhealthy
41,168,62,74,6.46,101,22.4,Unhealthy for Sensitive
53,167,77,34,5.76,63,24.5,Unhealthy for Sensitive
57,349,147,63,8.12,113,30.8,Unhealthy
130,346,102,66,6.53,127,28.3,Unhealthy
42,128,81,41,5.07,61,23.2,Unhealthy for Sensitive
43,327,108,85,8.74,108,28.8,Very Unhealthy
56,269,91,68,7.92,106,27.8,Unhealthy
16,79,49,40,4.03,80,22.0,Moderate
5,46,23,8,1.09,14,15.0,Good
135,296,105,96,7.03,119,25.5,Unhealthy
162,383,113,84,6.29,131,33.1,Unhealthy
157,422,145,92,9.64,130,30.9,Very Unhealthy
35,135,109,41,6.37,114,31.6,Unhealthy for Sensitive
291,336,150,91,8.64,132,36.3,Unhealthy for Sensitive
29,169,64,18,2.97,62,25.2,Moderate
19,91,33,17,3.45,68,19.3,Moderate
32,79,62,29,0.96,41,23.9,Moderate
50,146,78,60,3.16,107,32.2,Unhealthy for Sensitive
300,393,134,90,9.72,147,33.7,Very Unhealthy
47,257,60,63,6.45,100,25.5,Unhealthy for Sensitive
218,450,138,97,9.41,147,22.6,Very Unhealthy
72,332,122,87,7.68,111,31.6,Unhealthy
33,316,102,85,6.08,86,32.4,Unhealthy
56,138,95,50,5.21,63,29.9,Unhealthy for Sensitive
28,139,52,6,4.45,39,21.0,Moderate
84,350,94,57,9.05,122,33.1,Unhealthy
52,146,103,27,5.14,127,42.0,Unhealthy for Sensitive
52,217,62,59,4.3,92,26.4,Unhealthy for Sensitive
6,28,21,20,1.68,10,31.4,Good
47,220,94,49,6.32,107,25.5,Unhealthy for Sensitive
75,265,140,73,8.39,127,33.2,Unhealthy
44,253,114,31,4.03,103,26.2,Unhealthy for Sensitive
160,310,105,80,6.73,129,29.4,Unhealthy
48,255,54,61,4.12,91,25.1,Unhealthy for Sensitive
300,424,145,87,9.62,139,31.1,Very Unhealthy
48,180,85,67,7.12,111,33.5,Unhealthy for Sensitive
41,205,85,65,3.35,83,27.1,Unhealthy for Sensitive
35,51,29,28,2.59,63,26.8,Moderate
115,277,114,64,8.65,93,32.0,Unhealthy
144,357,120,69,8.06,111,34.3,Unhealthy
45,239,89,55,7.36,76,27.5,Unhealthy for Sensitive
14,105,21,34,3.53,46,27.3,Moderate
44,112,35,29,4.43,105,33.5,Moderate
18,89,42,14,4.58,57,29.2,Moderate
31,210,75,38,4.24,103,28.3,Unhealthy for Sensitive
38,303,135,99,9.34,111,30.9,Unhealthy
11,134,47,9,4.98,82,23.6,Moderate
50,274,65,58,4.76,104,26.6,Unhealthy for Sensitive
161,367,147,94,9.52,144,26.9,Very Unhealthy
59,280,80,34,4.67,66,30.5,Unhealthy for Sensitive
31,43,40,37,2.79,21,15.0,Moderate
22,43,49,22,3.2,73,23.0,Moderate
296,397,150,92,8.78,150,37.8,Very Unhealthy
45,266,82,37,3.01,88,29.3,Unhealthy for Sensitive
9,15,20,12,0.2,24,18.5,Good
151,300,104,57,9.17,131,32.8,Unhealthy
51,218,85,54,4.48,68,21.8,Unhealthy for Sensitive
42,189,65,30,2.49,110,28.6,Unhealthy for Sensitive
234,397,145,83,9.43,136,34.2,Very Unhealthy
251,323,127,100,9.4,145,37.8,Very Unhealthy
30,62,42,43,3.14,60,29.1,Moderate
290,372,144,92,8.36,140,39.1,Very Unhealthy
49,235,66,58,5.23,92,33.3,Unhealthy for Sensitive
57,209,108,63,6.43,111,35.4,Unhealthy for Sensitive
271,384,137,100,9.31,150,37.6,Very Unhealthy
46,237,76,56,5.96,74,20.9,Unhealthy for Sensitive
235,407,143,100,9.23,130,40.9,Very Unhealthy
60,274,100,71,9.32,121,33.9,Unhealthy
6,10,28,14,1.71,11,18.7,Good
123,288,89,74,7.3,112,37.3,Unhealthy
50,248,82,48,7.04,84,27.6,Unhealthy for Sensitive
29,91,60,20,2.48,81,33.2,Moderate
97,283,110,73,8.07,108,30.8,Unhealthy
240,414,126,89,9.57,144,33.3,Very Unhealthy
103,285,125,85,6.17,141,32.7,Unhealthy
34,254,90,67,5.72,100,30.7,Unhealthy for Sensitive
264,393,150,94,9.41,136,31.4,Very Unhealthy
300,400,138,84,9.4,147,32.5,Very Unhealthy
110,239,96,64,6.95,97,32.0,Unhealthy
39,190,68,77,4.31,90,30.4,Unhealthy for Sensitive
123,379,109,94,8.78,133,33.8,Unhealthy
79,384,121,68,6.44,113,26.6,Unhealthy
36,214,107,54,5.46,101,24.3,Unhealthy for Sensitive
31,114,48,32,2.38,40,20.5,Moderate
24,271,62,46,5.28,78,20.5,Unhealthy for Sensitive
187,362,143,70,9.56,114,30.5,Unhealthy
260,395,136,83,9.67,144,31.6,Very Unhealthy
44,191,72,70,4.6,88,32.4,Unhealthy for Sensitive
58,209,74,33,7.74,89,25.2,Unhealthy for Sensitive
40,101,111,43,4.94,78,25.8,Unhealthy for Sensitive
54,235,86,43,6.68,64,30.9,Unhealthy for Sensitive
58,227,87,41,6.36,102,24.0,Unhealthy for Sensitive
245,415,130,88,8.62,132,34.0,Very Unhealthy
6,28,31,9,2.88,19,15.0,Good
77,295,137,87,10.0,117,27.3,Unhealthy
33,182,50,26,3.72,62,22.2,Moderate
141,342,104,92,7.63,138,31.9,Good
62,162,61,49,7.86,89,31.3,Unhealthy for Sensitive
17,176,68,38,2.44,71,24.3,Unhealthy for Sensitive
209,438,137,97,9.09,132,37.0,Very Unhealthy
11,10,51,19,2.34,49,24.1,Good
54,235,87,67,5.32,60,24.0,Unhealthy for Sensitive
46,272,92,60,4.67,100,23.7,Unhealthy for Sensitive
15,80,64,43,3.37,62,25.8,Moderate
34,83,64,31,2.27,55,28.4,Moderate
233,384,146,93,8.21,140,26.5,Very Unhealthy
19,161,64,36,4.12,77,26.8,Moderate
112,327,117,65,5.88,119,28.8,Unhealthy
55,225,71,66,3.61,71,24.4,Unhealthy for Sensitive
38,222,90,53,7.02,84,27.8,Unhealthy for Sensitive
24,60,32,40,3.39,79,24.5,Moderate
65,367,107,84,5.69,134,31.1,Unhealthy
44,190,91,59,6.54,103,30.3,Unhealthy for Sensitive
5,185,20,10,1.69,61,29.9,Moderate
205,426,123,85,9.53,143,34.3,Very Unhealthy
226,408,145,98,9.18,132,33.2,Very Unhealthy
18,74,26,23,2.68,86,30.3,Moderate
22,55,47,14,3.14,89,31.8,Moderate
47,160,77,55,7.03,80,22.7,Unhealthy for Sensitive
24,147,65,17,4.15,75,27.9,Moderate
159,262,105,81,7.27,137,37.8,Unhealthy
10,27,11,23,1.76,40,22.1,Good
55,144,40,47,6.72,72,28.9,Unhealthy for Sensitive
134,279,117,74,7.27,126,36.3,Unhealthy
299,447,133,87,9.44,126,29.4,Very Unhealthy
50,255,107,58,6.28,94,30.2,Unhealthy for Sensitive
151,436,137,97,9.85,138,40.8,Very Unhealthy
27,125,30,14,5.31,81,25.0,Moderate
8,47,39,6,0.46,49,23.7,Good
30,137,34,33,3.76,41,23.2,Moderate
21,95,43,41,4.69,79,23.9,Moderate
82,306,136,93,7.92,132,27.5,Unhealthy
156,355,110,85,7.87,136,27.8,Unhealthy
160,298,129,76,8.91,137,39.3,Unhealthy
42,246,114,73,8.73,132,38.4,Unhealthy
35,183,74,57,4.44,76,32.2,Unhealthy for Sensitive
5,54,20,22,0.83,28,15.6,Good
42,147,22,18,1.91,50,18.9,Moderate
300,372,136,91,9.37,148,32.4,Very Unhealthy
31,187,67,39,4.09,61,26.4,Moderate
33,339,100,57,6.89,144,37.0,Unhealthy
40,212,110,46,4.46,75,26.3,Unhealthy for Sensitive
15,138,44,36,2.33,51,22.6,Moderate
50,140,86,65,7.57,92,35.5,Unhealthy for Sensitive
29,97,50,31,2.09,72,30.7,Moderate
48,198,94,62,5.9,101,22.6,Unhealthy for Sensitive
29,208,81,53,5.26,97,36.6,Unhealthy for Sensitive
28,57,74,22,2.96,55,28.5,Moderate
95,291,121,70,6.85,148,35.5,Unhealthy
59,325,107,72,9.5,108,28.5,Unhealthy
85,328,118,58,7.05,129,29.6,Moderate
45,229,89,66,6.77,96,27.8,Unhealthy for Sensitive
34,85,68,33,3.34,78,33.0,Moderate
217,429,137,93,10.0,137,33.5,Very Unhealthy
101,256,123,79,6.35,119,32.4,Unhealthy
300,374,133,89,9.47,138,38.1,Very Unhealthy
206,348,125,85,9.75,133,36.6,Very Unhealthy
20,37,64,33,5.11,61,33.2,Moderate
153,270,105,90,6.26,95,31.6,Unhealthy
53,197,64,33,3.83,86,22.6,Unhealthy for Sensitive
27,40,27,56,2.42,74,25.5,Moderate
117,421,123,95,9.18,144,36.7,Very Unhealthy
300,363,127,91,9.53,139,28.5,Very Unhealthy
52,172,71,34,5.35,85,27.4,Unhealthy for Sensitive
38,232,96,61,7.05,56,22.9,Unhealthy
100,257,128,71,8.21,132,36.3,Unhealthy
123,346,106,62,7.41,124,28.5,Unhealthy
299,414,150,88,8.72,131,38.7,Very Unhealthy
300,402,135,93,9.34,132,25.2,Very Unhealthy
32,273,118,81,7.03,103,36.5,Unhealthy
25,138,81,34,4.72,59,30.1,Moderate
25,53,51,17,4.5,84,23.3,Moderate
48,153,106,39,5.62,107,28.5,Unhealthy for Sensitive
276,415,141,96,9.8,150,34.1,Very Unhealthy
25,134,69,2,4.21,65,25.5,Moderate
16,121,56,22,5.12,52,21.6,Moderate
27,115,64,23,1.83,48,22.0,Moderate
15,142,24,38,3.12,82,34.0,Moderate
274,450,127,82,10.0,145,37.9,Very Unhealthy
129,330,99,74,6.42,150,32.4,Unhealthy
66,321,131,72,7.68,131,28.0,Unhealthy
135,280,128,65,7.83,126,28.3,Unhealthy
53,154,77,78,6.57,87,33.7,Unhealthy for Sensitive
41,77,57,31,3.84,41,21.6,Moderate
19,106,28,37,4.03,35,21.5,Moderate
61,296,122,74,9.08,135,34.9,Moderate
24,26,33,15,3.24,67,24.0,Moderate
286,449,143,92,9.5,133,40.8,Very Unhealthy
241,359,123,96,9.06,142,33.1,Very Unhealthy
45,145,81,66,7.73,95,33.2,Unhealthy for Sensitive
39,163,63,67,7.96,95,26.1,Unhealthy for Sensitive
39,236,105,63,6.69,103,30.1,Unhealthy for Sensitive
292,396,134,89,9.13,133,33.2,Very Unhealthy
263,355,141,92,9.03,133,31.6,Moderate
127,310,109,67,8.08,140,33.0,Unhealthy
203,353,150,94,9.08,137,31.8,Very Unhealthy
205,358,150,99,9.79,144,28.7,Very Unhealthy
63,199,118,44,5.28,98,28.7,Unhealthy for Sensitive
52,205,60,38,5.82,89,28.2,Unhealthy for Sensitive
94,297,116,82,9.27,95,30.5,Unhealthy
25,102,45,51,2.12,74,28.9,Moderate
75,253,108,81,7.45,90,31.6,Unhealthy
31,74,22,18,2.79,58,24.3,Moderate
185,363,148,100,9.3,134,36.5,Very Unhealthy
41,210,64,52,2.96,86,32.1,Unhealthy for Sensitive
27,135,60,24,4.71,18,15.0,Moderate
279,407,136,99,8.71,124,38.3,Very Unhealthy
108,293,120,85,6.5,124,36.4,Unhealthy
10,94,50,27,3.85,89,27.5,Moderate
47,208,62,40,3.29,100,29.7,Unhealthy for Sensitive
55,171,51,34,5.39,102,32.0,Unhealthy for Sensitive
72,391,134,82,6.51,144,25.2,Unhealthy
39,211,63,56,7.35,111,35.5,Moderate
120,257,99,72,8.22,118,29.6,Unhealthy
165,401,144,87,9.11,126,30.8,Moderate
48,208,109,28,5.68,105,36.6,Unhealthy for Sensitive
47,200,51,45,4.44,112,33.6,Unhealthy for Sensitive
43,241,97,49,6.27,88,29.7,Unhealthy for Sensitive
10,95,61,26,4.66,52,27.0,Moderate
44,160,79,53,5.24,83,22.8,Unhealthy for Sensitive
108,312,123,75,7.04,134,38.7,Unhealthy
22,81,37,38,2.81,69,27.8,Moderate
84,305,110,80,6.39,108,35.9,Unhealthy
66,294,123,91,9.96,109,28.6,Unhealthy
24,86,53,15,3.66,80,28.0,Unhealthy
38,219,74,42,4.42,100,30.6,Unhealthy for Sensitive
27,109,42,20,5.57,62,26.1,Moderate
300,382,138,92,9.61,143,30.0,Very Unhealthy
273,400,133,85,8.88,132,32.0,Very Unhealthy
15,75,49,34,2.66,64,24.6,Moderate
190,417,141,91,10.0,136,35.0,Very Unhealthy
107,379,127,78,8.53,131,38.7,Unhealthy
53,291,122,77,6.64,108,32.3,Unhealthy
40,149,96,29,5.48,76,23.9,Unhealthy for Sensitive
179,316,95,77,7.09,106,29.6,Unhealthy
39,58,44,26,3.46,78,25.0,Moderate
92,278,104,86,6.01,139,32.3,Unhealthy
105,363,123,75,7.69,113,27.9,Unhealthy
167,289,116,72,7.98,122,30.8,Unhealthy
25,135,56,30,5.49,55,23.7,Good
169,367,128,87,9.05,143,39.3,Very Unhealthy
257,414,140,88,9.84,136,32.5,Very Unhealthy
300,438,145,85,8.86,150,37.2,Very Unhealthy
46,210,80,41,5.4,94,31.2,Unhealthy for Sensitive
300,384,150,94,9.12,134,37.6,Very Unhealthy
13,63,37,3,1.01,29,15.4,Good
112,286,127,76,6.5,150,31.2,Unhealthy
100,279,97,79,10.0,95,30.6,Unhealthy
14,62,22,18,1.88,18,15.0,Good
43,233,84,53,6.13,63,29.1,Unhealthy for Sensitive
30,274,71,44,5.77,101,31.0,Unhealthy for Sensitive
162,366,120,83,8.22,144,35.4,Unhealthy
108,355,127,80,6.79,110,28.2,Unhealthy
99,305,100,77,7.6,141,33.6,Unhealthy
115,309,127,56,6.77,133,31.4,Unhealthy
20,126,62,23,4.12,39,15.5,Unhealthy for Sensitive
138,293,115,59,6.42,115,34.2,Unhealthy
103,350,95,85,6.24,90,27.0,Unhealthy
239,359,139,95,9.63,124,28.0,Very Unhealthy
15,87,30,22,2.07,78,26.8,Moderate
129,283,117,68,7.21,124,29.8,Unhealthy
47,76,53,74,7.09,54,16.0,Unhealthy for Sensitive
34,146,41,38,3.35,88,25.4,Moderate
31,170,59,46,3.44,38,22.9,Moderate
300,450,138,91,10.0,142,35.5,Good
104,354,147,87,7.31,113,26.8,Unhealthy
38,181,75,63,3.98,98,28.6,Unhealthy for Sensitive
49,230,52,71,7.92,75,23.7,Unhealthy for Sensitive
76,295,138,78,8.36,128,33.9,Unhealthy
19,176,60,45,3.91,49,19.6,Moderate
42,190,74,54,5.61,83,26.8,Unhealthy for Sensitive
95,317,117,58,7.39,83,30.8,Unhealthy
20,77,36,25,3.49,46,25.1,Moderate
112,348,111,91,7.12,145,37.2,Very Unhealthy
45,84,32,24,2.81,59,27.7,Moderate
26,112,52,34,3.61,69,24.7,Moderate
181,325,125,94,8.85,140,32.9,Very Unhealthy
32,193,82,56,6.42,104,30.2,Unhealthy for Sensitive
41,180,82,43,4.99,123,23.6,Unhealthy for Sensitive
150,211,98,86,8.39,150,36.1,Unhealthy
97,323,105,87,7.97,108,39.6,Unhealthy
53,196,89,64,4.53,100,32.6,Unhealthy for Sensitive
10,136,49,35,2.78,81,25.7,Moderate
51,223,85,71,4.79,63,23.9,Unhealthy for Sensitive
27,112,49,15,3.33,63,26.4,Moderate
145,381,100,79,7.05,120,29.7,Unhealthy
77,334,80,84,6.44,99,30.4,Unhealthy
29,88,53,6,3.95,78,21.9,Moderate
165,360,113,82,7.45,142,41.3,Unhealthy
50,259,79,66,4.34,92,29.7,Unhealthy for Sensitive
41,186,57,18,3.9,65,23.7,Moderate
35,130,32,51,4.48,40,15.0,Moderate
16,68,49,46,4.45,59,25.0,Moderate
244,447,143,89,8.84,138,27.8,Very Unhealthy
35,182,48,22,2.86,77,30.8,Moderate
8,12,49,11,2.46,27,22.8,Good
55,232,76,44,6.2,111,30.7,Unhealthy for Sensitive
79,266,112,92,8.18,116,26.6,Unhealthy
36,71,63,3,2.53,31,15.0,Unhealthy
235,415,134,100,7.97,134,36.6,Very Unhealthy
40,150,75,38,4.46,101,29.5,Unhealthy for Sensitive
44,221,76,39,6.56,90,26.9,Unhealthy for Sensitive
300,450,123,85,10.0,143,38.5,Very Unhealthy
103,302,105,88,7.19,111,26.9,Unhealthy
21,142,66,37,1.23,83,35.8,Unhealthy
98,274,109,64,9.78,99,29.8,Unhealthy
28,102,39,18,2.56,78,20.7,Unhealthy for Sensitive
124,305,120,73,8.43,108,29.4,Unhealthy
29,119,22,32,1.18,107,33.2,Moderate
53,263,95,84,7.0,104,32.4,Unhealthy
45,212,103,43,5.02,116,31.1,Unhealthy for Sensitive
90,315,128,74,8.04,117,23.8,Unhealthy
177,365,117,95,7.19,126,33.5,Unhealthy
85,298,130,70,7.49,116,34.8,Unhealthy
220,342,150,87,9.3,124,32.2,Very Unhealthy
39,95,45,23,1.72,81,25.2,Moderate
31,96,19,27,2.53,48,22.7,Moderate
61,349,121,58,7.53,135,34.1,Unhealthy
53,102,59,51,2.3,98,27.6,Unhealthy for Sensitive
241,388,134,85,8.04,133,38.4,Very Unhealthy
135,296,118,60,7.05,130,33.2,Very Unhealthy
22,80,53,50,2.1,58,29.3,Moderate
45,141,60,38,4.81,79,24.7,Very Unhealthy
36,228,90,32,6.32,112,31.8,Unhealthy for Sensitive
